"","EntryPublished","the_day","posted_on_YT","keyword","video_ID","yt_long_ID","channel name","EntryURL","region","RSS"
"1862","November 22, 2024 at 07:34AM","2024-11-22","2024-11-22T06:31:04Z","transgender","MOCBwSvsTKY","UCYUbNjkuE4lsr2v1Id2O1oA","ABC7 News Bay Area","https://www.youtube.com/watch?v=MOCBwSvsTKY","all regions",1916116072231156224
"1863","November 22, 2024 at 07:34AM","2024-11-22","2024-11-22T06:31:04Z","transgender","MOCBwSvsTKY","UCYUbNjkuE4lsr2v1Id2O1oA","ABC7 News Bay Area","https://www.youtube.com/watch?v=MOCBwSvsTKY","USA",11193014132467406848
"1864","May 06, 2024 at 06:27PM","2024-05-06","2024-05-06T22:14:21Z","gender ideology","MOGyAHBxo7s","UCsGq2cTkAz36GhmJtJFHs_w","Local 22 & Local 44","https://www.youtube.com/watch?v=MOGyAHBxo7s",NA,8717893479030415360
"1865","June 26, 2024 at 06:24PM","2024-06-26","2024-06-26T15:56:47Z","transgender","MOpM5DMTlOU","UCW3Vc0gEOccJrQC-a25nGdg","WSMV 4 Nashville","https://www.youtube.com/watch?v=MOpM5DMTlOU","all regions",1916116072231156224
"1866","March 21, 2024 at 12:31AM","2024-03-21","2024-03-20T21:45:25Z","transgender","Mp6qwMIETdk","UCzF4Ryn8TKn64md77gS5Q5Q","11Alive","https://www.youtube.com/watch?v=Mp6qwMIETdk","all regions",1916116072231156224
"1867","March 20, 2024 at 06:19PM","2024-03-20","2024-03-20T21:45:25Z","transgender","Mp6qwMIETdk","UCzF4Ryn8TKn64md77gS5Q5Q","11Alive","https://www.youtube.com/watch?v=Mp6qwMIETdk","USA",11193014132467406848
"1868","January 08, 2024 at 12:14PM","2024-01-08","2024-01-08T17:11:08Z","gender ideology","mq0xnJ12MYY","UCkr9qZ5tj9dGd7JvE3a8X4Q","WLWT","https://www.youtube.com/watch?v=mq0xnJ12MYY",NA,8717893479030415360
"1869","June 26, 2024 at 06:17PM","2024-06-26","2024-06-26T18:45:01Z","gender ideology","mQdz1RsV6Wk","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=mQdz1RsV6Wk",NA,8717893479030415360
"1870","November 27, 2024 at 06:19PM","2024-11-27","2024-11-27T23:14:28Z","biological sex","MqFQBzHQvdc","UC8BxSGcBKriJvoeyKOnJ6tA","The Washington Examiner","https://www.youtube.com/watch?v=MqFQBzHQvdc","all regions",17630397442231169024
"1871","November 27, 2024 at 06:19PM","2024-11-27","2024-11-27T23:14:28Z","biological sex","MqFQBzHQvdc","UC8BxSGcBKriJvoeyKOnJ6tA","The Washington Examiner","https://www.youtube.com/watch?v=MqFQBzHQvdc","USA",16843718063138846720
"1872","April 03, 2024 at 11:48PM","2024-04-03","2024-04-04T03:45:02Z","transgender","mqOj6nIQz3U","UCa6vGFO9ty8v5KZJXQxdhaw","Jimmy Kimmel Live","https://www.youtube.com/watch?v=mqOj6nIQz3U","all regions",1916116072231156224
"1873","April 03, 2024 at 11:48PM","2024-04-03","2024-04-04T03:45:02Z","transgender","mqOj6nIQz3U","UCa6vGFO9ty8v5KZJXQxdhaw","Jimmy Kimmel Live","https://www.youtube.com/watch?v=mqOj6nIQz3U","USA",11193014132467406848
"1874","April 14, 2024 at 11:11AM","2024-04-14","2024-04-14T08:58:34Z","transgender","MQS5aVoYseo","UCorruoVYwGGyND4SZVtrVDQ","The Project","https://www.youtube.com/watch?v=MQS5aVoYseo","all regions",1916116072231156224
"1875","January 15, 2024 at 04:20PM","2024-01-15","2024-01-15T14:47:16Z","gender ideology","mreceqZT9hw","UC1mOfGzbY0yg36lwHt3AdJA","Ukraine Media Center","https://www.youtube.com/watch?v=mreceqZT9hw",NA,8717893479030415360
"1876","May 27, 2024 at 06:11AM","2024-05-27","2024-05-27T10:00:29Z","gender ideology","MsGKzEr65zc","UCRK4_2FGAAmajCaB8ZefJHw","spiked","https://www.youtube.com/watch?v=MsGKzEr65zc",NA,8717893479030415360
"1877","June 05, 2024 at 11:04AM","2024-06-05","2024-06-05T15:00:58Z","biological sex","mSoIdmsuzak","UCuwUfM8E79h2sqp34Fut6kw","MTV UK","https://www.youtube.com/watch?v=mSoIdmsuzak","USA",16843718063138846720
"1878","June 05, 2024 at 11:37AM","2024-06-05","2024-06-05T15:00:58Z","biological sex","mSoIdmsuzak","UCuwUfM8E79h2sqp34Fut6kw","MTV UK","https://www.youtube.com/watch?v=mSoIdmsuzak","all regions",17630397442231169024
"1879","April 26, 2024 at 05:35PM","2024-04-26","2024-04-26T21:25:44Z","transgender","mSTBQost0C8","UC0bCUnP5RrkJZUtd3bBz6Kw","WPTV News - FL Palm Beaches and Treasure Coast","https://www.youtube.com/watch?v=mSTBQost0C8","all regions",1916116072231156224
"1880","April 26, 2024 at 05:35PM","2024-04-26","2024-04-26T21:25:44Z","transgender","mSTBQost0C8","UC0bCUnP5RrkJZUtd3bBz6Kw","WPTV News - FL Palm Beaches and Treasure Coast","https://www.youtube.com/watch?v=mSTBQost0C8","USA",11193014132467406848
"1881","April 22, 2024 at 04:58PM","2024-04-22","2024-04-22T20:49:17Z","transgender","mTZNYfPKby4","UCwuZjWoiT30kDTz0G41Y8gQ","WMUR-TV","https://www.youtube.com/watch?v=mTZNYfPKby4","all regions",1916116072231156224
"1882","April 22, 2024 at 04:58PM","2024-04-22","2024-04-22T20:49:17Z","transgender","mTZNYfPKby4","UCwuZjWoiT30kDTz0G41Y8gQ","WMUR-TV","https://www.youtube.com/watch?v=mTZNYfPKby4","USA",11193014132467406848
"1883","August 22, 2024 at 06:41PM","2024-08-22","2024-08-22T22:27:36Z","transgender","MUC7Uucws1o","UCVnjt9mMx46gMUeTtONXimQ","KENS 5: Your San Antonio News Source","https://www.youtube.com/watch?v=MUC7Uucws1o","all regions",1916116072231156224
"1884","November 06, 2024 at 10:17PM","2024-11-06","2024-11-07T02:35:02Z","transgender","MvzgsRAMRp0","UCp1KrVaZDZ7BOI_QBuTWWmg","KING 5 Seattle","https://www.youtube.com/watch?v=MvzgsRAMRp0","all regions",1916116072231156224
"1885","August 06, 2024 at 04:54AM","2024-08-06","2024-08-06T08:48:21Z","transgender","mWmvErjG6ZE","UCeJWZgSMlzqYEDytDnvzHnw","TV9 Gujarati","https://www.youtube.com/watch?v=mWmvErjG6ZE","USA",11193014132467406848
"1886","June 21, 2024 at 12:55PM","2024-06-21","2024-06-21T16:00:23Z","transgender","MWr46yCBRi8","UCfmkz6A3aTJwJzox2xhAuRw","WRAL","https://www.youtube.com/watch?v=MWr46yCBRi8","all regions",1916116072231156224
"1887","June 21, 2024 at 12:55PM","2024-06-21","2024-06-21T16:00:23Z","biological sex","MWr46yCBRi8","UCfmkz6A3aTJwJzox2xhAuRw","WRAL","https://www.youtube.com/watch?v=MWr46yCBRi8","all regions",17630397442231169024
"1888","June 03, 2024 at 02:10AM","2024-06-03","2024-06-02T21:19:37Z","biological sex","MX_5jMYSkOc","UCoMdktPbSTixAyNGwb-UYkQ","Sky News","https://www.youtube.com/watch?v=MX_5jMYSkOc","USA",16843718063138846720
"1889","November 22, 2024 at 04:37PM","2024-11-22","2024-11-22T21:30:46Z","transgender","mXtQqLF7ZhQ","UCpsuSNiFkl4T4owtIb8QqWQ","News 4 (WOAI) San Antonio","https://www.youtube.com/watch?v=mXtQqLF7ZhQ","USA",11193014132467406848
"1890","November 22, 2024 at 04:37PM","2024-11-22","2024-11-22T21:30:46Z","transgender","mXtQqLF7ZhQ","UCpsuSNiFkl4T4owtIb8QqWQ","News 4 (WOAI) San Antonio","https://www.youtube.com/watch?v=mXtQqLF7ZhQ","all regions",1916116072231156224
"1891","July 03, 2024 at 01:48PM","2024-07-03","2024-07-03T11:15:03Z","gender ideology","my2xYAA9BqY","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=my2xYAA9BqY",NA,8717893479030415360
"1892","June 10, 2024 at 12:04PM","2024-06-10","2024-06-10T16:00:47Z","gender ideology","my4F6bEDV7E","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=my4F6bEDV7E",NA,8717893479030415360
"1893","November 21, 2024 at 03:32PM","2024-11-21","2024-11-21T16:00:44Z","transgender","my7x_vbQLbg","UCBi2mrWuNuyYy4gbM6fU18Q","ABC News","https://www.youtube.com/watch?v=my7x_vbQLbg","all regions",1916116072231156224
"1894","November 21, 2024 at 12:31PM","2024-11-21","2024-11-21T16:00:44Z","transgender","my7x_vbQLbg","UCBi2mrWuNuyYy4gbM6fU18Q","ABC News","https://www.youtube.com/watch?v=my7x_vbQLbg","USA",11193014132467406848
"1895","August 03, 2024 at 10:34AM","2024-08-03","2024-08-03T05:00:11Z","transgender","MYCzNxyPiyw","UCg40OxZ1GYh3u3jBntB6DLg","Forbes Breaking News","https://www.youtube.com/watch?v=MYCzNxyPiyw","all regions",1916116072231156224
"1896","March 21, 2024 at 01:34PM","2024-03-21","2024-03-21T17:08:23Z","transgender","mYgG6wwkgFg","UCzF4Ryn8TKn64md77gS5Q5Q","11Alive","https://www.youtube.com/watch?v=mYgG6wwkgFg","all regions",1916116072231156224
"1897","May 06, 2024 at 01:33PM","2024-05-06","2024-05-06T08:00:11Z","biological sex","MyK_1u44KCY","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=MyK_1u44KCY","all regions",17630397442231169024
"1898","September 11, 2024 at 04:00AM","2024-09-11","2024-09-11T04:26:48Z","transgender","n-2vEEZc5_8","UC6ZFN9Tx6xh-skXCuRHCDpQ","PBS NewsHour","https://www.youtube.com/watch?v=n-2vEEZc5_8","USA",11193014132467406848
"1899","September 11, 2024 at 12:38AM","2024-09-11","2024-09-11T04:26:48Z","transgender","n-2vEEZc5_8","UC6ZFN9Tx6xh-skXCuRHCDpQ","PBS NewsHour","https://www.youtube.com/watch?v=n-2vEEZc5_8","all regions",1916116072231156224
"1900","January 08, 2024 at 05:35PM","2024-01-08","2024-01-08T22:20:49Z","transgender","n-9ngLAxjwc","UClYiny8IhDsIk5SivucNl7g","WJZ","https://www.youtube.com/watch?v=n-9ngLAxjwc","all regions",1916116072231156224
"1901","May 04, 2024 at 07:49AM","2024-05-04","2024-05-04T05:15:01Z","biological sex","N-LPnlrqQ7c","UCeEPehSV8K34BL4PFzcTHkA","The Christian Institute","https://www.youtube.com/watch?v=N-LPnlrqQ7c","all regions",17630397442231169024
"1902","March 29, 2024 at 01:12PM","2024-03-29","2024-03-29T11:36:03Z","transgender","n-rHBB1Y3jw","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=n-rHBB1Y3jw","all regions",1916116072231156224
"1903","March 29, 2024 at 07:56AM","2024-03-29","2024-03-29T11:36:03Z","transgender","n-rHBB1Y3jw","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=n-rHBB1Y3jw","USA",11193014132467406848
"1904","November 25, 2024 at 09:26PM","2024-11-25","2024-11-25T19:30:05Z","transgender","n-v3Q7BTdw4","UC3prwMn9aU2z5Y158ZdGyyA","CRUX","https://www.youtube.com/watch?v=n-v3Q7BTdw4","all regions",1916116072231156224
"1905","February 10, 2024 at 12:50AM","2024-02-10","2024-02-09T23:34:41Z","transgender","N0NkzGgG0VQ","UCD9nZ3qeRGbPuHJaJduiQxA","WESH 2 News","https://www.youtube.com/watch?v=N0NkzGgG0VQ","all regions",1916116072231156224
"1906","February 19, 2024 at 11:28PM","2024-02-19","2024-02-20T04:10:34Z","gender identity","n1b3_Zd8wUs","UCVaXclURQZlakiTMzuwHvRw","News 19 WLTX","https://www.youtube.com/watch?v=n1b3_Zd8wUs","all regions",14792114867614312448
"1907","February 19, 2024 at 11:28PM","2024-02-19","2024-02-20T04:10:34Z","gender identity","n1b3_Zd8wUs","UCVaXclURQZlakiTMzuwHvRw","News 19 WLTX","https://www.youtube.com/watch?v=n1b3_Zd8wUs","USA",4028362110021709824
"1908","August 04, 2024 at 12:11AM","2024-08-04","2024-08-04T04:01:49Z","transgender","N25Go0QSHrI","UCwuZjWoiT30kDTz0G41Y8gQ","WMUR-TV","https://www.youtube.com/watch?v=N25Go0QSHrI","USA",11193014132467406848
"1909","August 04, 2024 at 12:11AM","2024-08-04","2024-08-04T04:01:49Z","transgender","N25Go0QSHrI","UCwuZjWoiT30kDTz0G41Y8gQ","WMUR-TV","https://www.youtube.com/watch?v=N25Go0QSHrI","all regions",1916116072231156224
"1910","February 26, 2024 at 06:11PM","2024-02-26","2024-02-26T16:54:29Z","transgenderism","N5WJImU8AmI","UCPWXiRWZ29zrxPFIQT7eHSA","The Hill","https://www.youtube.com/watch?v=N5WJImU8AmI",NA,15658552694435684352
"1911","January 27, 2024 at 08:30PM","2024-01-27","2024-01-28T01:00:44Z","transgender","N6S1wMisg0g","UCKATGvvbOznaWNZcOBCLGng","KCCI","https://www.youtube.com/watch?v=N6S1wMisg0g","all regions",1916116072231156224
"1912","March 30, 2024 at 11:15PM","2024-03-30","2024-03-31T03:05:29Z","transgender","n7fFkH_OUUI","UCVnjt9mMx46gMUeTtONXimQ","KENS 5: Your San Antonio News Source","https://www.youtube.com/watch?v=n7fFkH_OUUI","all regions",1916116072231156224
"1913","June 03, 2024 at 10:07AM","2024-06-03","2024-06-03T14:00:28Z","biological sex","n7Xqb0vRoPY","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=n7Xqb0vRoPY","USA",16843718063138846720
"1914","June 13, 2024 at 10:44AM","2024-06-13","2024-06-13T14:39:31Z","gender ideology","N9_PPk4Uh_0","UC0vn8ISa4LKMunLbzaXLnOQ","GBNews","https://www.youtube.com/watch?v=N9_PPk4Uh_0",NA,8717893479030415360
"1915","May 16, 2024 at 04:24AM","2024-05-16","2024-05-16T08:19:53Z","gender ideology","na8Phk6UR18","UCoMdktPbSTixAyNGwb-UYkQ","Sky News","https://www.youtube.com/watch?v=na8Phk6UR18",NA,8717893479030415360
"1916","January 15, 2024 at 09:01AM","2024-01-15","2024-01-15T13:43:46Z","gender ideology","NabtVFr_sb4","UC0vn8ISa4LKMunLbzaXLnOQ","GBNews","https://www.youtube.com/watch?v=NabtVFr_sb4",NA,8717893479030415360
"1917","February 26, 2024 at 03:23PM","2024-02-26","2024-02-26T19:38:16Z","transgenderism","NaRTZkQal5c","UCPWXiRWZ29zrxPFIQT7eHSA","The Hill","https://www.youtube.com/watch?v=NaRTZkQal5c",NA,15658552694435684352
"1918","January 31, 2024 at 06:40PM","2024-01-31","2024-01-31T17:18:21Z","transgender","nB9fg-DRgzQ","UCBgcPSn61UQ4l_-FvcEgLQA","NBC 6 South Florida","https://www.youtube.com/watch?v=nB9fg-DRgzQ","all regions",1916116072231156224
"1919","January 31, 2024 at 12:22PM","2024-01-31","2024-01-31T17:18:21Z","gender identity","nB9fg-DRgzQ","UCBgcPSn61UQ4l_-FvcEgLQA","NBC 6 South Florida","https://www.youtube.com/watch?v=nB9fg-DRgzQ","all regions",14792114867614312448
"1920","November 04, 2024 at 09:44AM","2024-11-04","2024-11-04T14:40:15Z","transgender","NBRxv2K-MKo","UC8BxSGcBKriJvoeyKOnJ6tA","The Washington Examiner","https://www.youtube.com/watch?v=NBRxv2K-MKo","all regions",1916116072231156224
"1921","November 04, 2024 at 09:45AM","2024-11-04","2024-11-04T14:40:15Z","transgender","NBRxv2K-MKo","UC8BxSGcBKriJvoeyKOnJ6tA","The Washington Examiner","https://www.youtube.com/watch?v=NBRxv2K-MKo","USA",11193014132467406848
"1922","August 11, 2024 at 03:44PM","2024-08-11","2024-08-11T18:03:14Z","gender identity","NcSONO0-7p0","UC_xWTNsx7zA2uI0ydQikViA","DawnNews English","https://www.youtube.com/watch?v=NcSONO0-7p0","all regions",14792114867614312448
"1923","January 28, 2024 at 04:57PM","2024-01-28","2024-01-28T15:40:00Z","transgender","nCT2BXO-8gE","UCcmpeVbSSQlZRvHfdC-CRwg","24 News HD","https://www.youtube.com/watch?v=nCT2BXO-8gE","all regions",1916116072231156224
"1924","November 02, 2024 at 07:51AM","2024-11-02","2024-11-01T23:47:17Z","gender identity","NCTwz-nB1bs","UCmZJz1J64RD7Ur7tI09s-FA","KTSM 9 NEWS","https://www.youtube.com/watch?v=NCTwz-nB1bs","all regions",14792114867614312448
"1925","November 02, 2024 at 07:51AM","2024-11-02","2024-11-01T23:47:17Z","gender identity","NCTwz-nB1bs","UCmZJz1J64RD7Ur7tI09s-FA","KTSM 9 NEWS","https://www.youtube.com/watch?v=NCTwz-nB1bs","USA",4028362110021709824
"1926","May 31, 2024 at 07:15AM","2024-05-31","2024-05-31T10:59:47Z","transgender","Nd9S51RU4t4","UCXJryYh6xcW5iEeJGzK191A","CBS Miami","https://www.youtube.com/watch?v=Nd9S51RU4t4","all regions",1916116072231156224
"1927","May 22, 2024 at 11:31AM","2024-05-22","2024-05-22T15:27:57Z","transgender","NdJl4AzWsTU","UC2xLESFeytXO0j7pgVBf7fg","NBC Montana","https://www.youtube.com/watch?v=NdJl4AzWsTU","USA",11193014132467406848
"1928","December 12, 2024 at 12:40AM","2024-12-12","2024-12-11T23:37:48Z","transgender","neNwtXpgYvc","UCpQiwFjomzBHJN-TpdLZxBg","WAAY 31 News","https://www.youtube.com/watch?v=neNwtXpgYvc","USA",11193014132467406848
"1929","December 12, 2024 at 12:40AM","2024-12-12","2024-12-11T23:37:48Z","transgender","neNwtXpgYvc","UCpQiwFjomzBHJN-TpdLZxBg","WAAY 31 News","https://www.youtube.com/watch?v=neNwtXpgYvc","all regions",1916116072231156224
"1930","May 02, 2024 at 10:17PM","2024-05-02","2024-05-03T01:58:21Z","transgender","nEqqOD7PO38","UCgBVz3EzHYKpPS0BITvLRsg","KXAN","https://www.youtube.com/watch?v=nEqqOD7PO38","all regions",1916116072231156224
"1931","July 02, 2024 at 07:50AM","2024-07-02","2024-07-02T11:47:59Z","gender ideology","NeUrQJJl5Ec","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=NeUrQJJl5Ec",NA,8717893479030415360
"1932","September 10, 2024 at 05:33PM","2024-09-10","2024-09-10T21:07:06Z","transgender","nez5ZKc356o","UCwuZjWoiT30kDTz0G41Y8gQ","WMUR-TV","https://www.youtube.com/watch?v=nez5ZKc356o","all regions",1916116072231156224
"1933","September 25, 2024 at 07:07AM","2024-09-25","2024-09-25T11:00:03Z","transgender","NFno5ErJJGw","UCg_s5BRCyjhOHbOyZQC3gDg","Independent Women","https://www.youtube.com/watch?v=NFno5ErJJGw","all regions",1916116072231156224
"1934","September 25, 2024 at 07:18AM","2024-09-25","2024-09-25T11:00:03Z","transgender","NFno5ErJJGw","UCg_s5BRCyjhOHbOyZQC3gDg","Independent Women","https://www.youtube.com/watch?v=NFno5ErJJGw","USA",11193014132467406848
"1935","September 23, 2024 at 07:38PM","2024-09-23","2024-09-23T23:37:06Z","transgender","NgbOgQTyzik","UCO6kzQ-7wcG0x8W5LpBA9RQ","NewsChannel 5","https://www.youtube.com/watch?v=NgbOgQTyzik","USA",11193014132467406848
"1936","September 23, 2024 at 07:38PM","2024-09-23","2024-09-23T23:37:06Z","transgender","NgbOgQTyzik","UCO6kzQ-7wcG0x8W5LpBA9RQ","NewsChannel 5","https://www.youtube.com/watch?v=NgbOgQTyzik","all regions",1916116072231156224
"1937","November 11, 2024 at 11:45AM","2024-11-11","2024-11-11T10:36:13Z","gender identity","ngqpI4MgmC0","UCOutOIcn_oho8pyVN3Ng-Pg","TV9 Bharatvarsh","https://www.youtube.com/watch?v=ngqpI4MgmC0","USA",4028362110021709824
"1938","November 11, 2024 at 11:45AM","2024-11-11","2024-11-11T10:36:13Z","gender identity","ngqpI4MgmC0","UCOutOIcn_oho8pyVN3Ng-Pg","TV9 Bharatvarsh","https://www.youtube.com/watch?v=ngqpI4MgmC0","all regions",14792114867614312448
"1939","August 12, 2024 at 07:41PM","2024-08-12","2024-08-12T23:39:33Z","transgender","nhaAQ1bwLf4","UCDMzmbJAJlpx8lvJ8i4emIQ","MetroWeekly","https://www.youtube.com/watch?v=nhaAQ1bwLf4","USA",11193014132467406848
"1940","August 12, 2024 at 07:41PM","2024-08-12","2024-08-12T23:39:33Z","transgender","nhaAQ1bwLf4","UCDMzmbJAJlpx8lvJ8i4emIQ","MetroWeekly","https://www.youtube.com/watch?v=nhaAQ1bwLf4","all regions",1916116072231156224
"1941","February 02, 2024 at 09:36AM","2024-02-02","2024-02-01T21:24:13Z","gender identity","nhNSofnTL4M","UCi7Zk9baY1tvdlgxIML8MXg","CTV News","https://www.youtube.com/watch?v=nhNSofnTL4M","all regions",14792114867614312448
"1942","February 02, 2024 at 01:03PM","2024-02-02","2024-02-01T21:24:13Z","transgender","nhNSofnTL4M","UCi7Zk9baY1tvdlgxIML8MXg","CTV News","https://www.youtube.com/watch?v=nhNSofnTL4M","all regions",1916116072231156224
"1943","January 18, 2024 at 09:37AM","2024-01-18","2024-01-17T22:00:29Z","gender ideology","nHqGQKlVgIc","UCCj956IF62FbT7Gouszaj9w","BBC","https://www.youtube.com/watch?v=nHqGQKlVgIc",NA,8717893479030415360
"1944","December 27, 2024 at 01:07PM","2024-12-27","2024-12-27T12:01:03Z","gender identity","nHrYw-hhY2k","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=nHrYw-hhY2k","USA",4028362110021709824
"1945","December 28, 2024 at 11:08AM","2024-12-28","2024-12-28T09:30:06Z","gender identity","Nhx5MQVI-_o","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=Nhx5MQVI-_o","all regions",14792114867614312448
"1946","December 18, 2024 at 04:53AM","2024-12-18","2024-12-18T05:57:52Z","transgender","ni40BWdv8ro","UCyw-NpaizmAD_5qQJ4MieVg","4 News Now","https://www.youtube.com/watch?v=ni40BWdv8ro","all regions",1916116072231156224
"1947","December 18, 2024 at 07:00AM","2024-12-18","2024-12-18T05:57:52Z","transgender","ni40BWdv8ro","UCyw-NpaizmAD_5qQJ4MieVg","4 News Now","https://www.youtube.com/watch?v=ni40BWdv8ro","USA",11193014132467406848
"1948","July 09, 2024 at 06:48AM","2024-07-09","2024-07-09T10:44:03Z","gender identity","nikDNFCdSMU","UCxMXl9L79X1Mq_4iwCOyPFg","CBS TEXAS","https://www.youtube.com/watch?v=nikDNFCdSMU","USA",4028362110021709824
"1949","July 09, 2024 at 07:17AM","2024-07-09","2024-07-09T10:44:03Z","gender identity","nikDNFCdSMU","UCxMXl9L79X1Mq_4iwCOyPFg","CBS TEXAS","https://www.youtube.com/watch?v=nikDNFCdSMU","all regions",14792114867614312448
"1950","December 06, 2024 at 09:50AM","2024-12-06","2024-12-06T14:48:03Z","transgenderism","njuMF620SCI","UCef1-8eOpJgud7szVPlZQAQ","CNN-News18","https://www.youtube.com/watch?v=njuMF620SCI",NA,15658552694435684352
"1951","November 29, 2024 at 11:38AM","2024-11-29","2024-11-29T16:34:51Z","transgender","nKbiS_KW0v4","UCQfwfsi5VrQ8yKZ-UWmAEFg","FRANCE 24 English","https://www.youtube.com/watch?v=nKbiS_KW0v4","all regions",1916116072231156224
"1952","November 29, 2024 at 11:38AM","2024-11-29","2024-11-29T16:34:51Z","transgender","nKbiS_KW0v4","UCQfwfsi5VrQ8yKZ-UWmAEFg","FRANCE 24 English","https://www.youtube.com/watch?v=nKbiS_KW0v4","USA",11193014132467406848
"1953","July 31, 2024 at 12:46PM","2024-07-31","2024-07-31T16:40:50Z","transgender","nKEUn9XXKYU","UCeD5NwvPbEZKcu02_v8tUZQ","WPBF 25 News","https://www.youtube.com/watch?v=nKEUn9XXKYU","USA",11193014132467406848
"1954","July 31, 2024 at 01:10PM","2024-07-31","2024-07-31T16:40:50Z","transgender","nKEUn9XXKYU","UCeD5NwvPbEZKcu02_v8tUZQ","WPBF 25 News","https://www.youtube.com/watch?v=nKEUn9XXKYU","all regions",1916116072231156224
"1955","June 12, 2024 at 12:38PM","2024-06-12","Nkwu2pZ2mBw","biological sex","Nkwu2pZ2mBw","Nkwu2pZ2mBw","Nkwu2pZ2mBw","https://www.youtube.com/watch?v=Nkwu2pZ2mBw","all regions",17630397442231169024
"1956","April 11, 2024 at 09:17PM","2024-04-11","2024-04-11T18:25:00Z","transgender","NlGPYBvdpLQ","UC52X5wxOL_s5yw0dQk7NtgA","Associated Press","https://www.youtube.com/watch?v=NlGPYBvdpLQ","all regions",1916116072231156224
"1957","January 24, 2024 at 06:00PM","2024-01-24","2024-01-24T22:30:18Z","transgender","nlIY5mCwiY8","UCMYlXK0jyerVnc3dmz-vjCA","10 Tampa Bay News","https://www.youtube.com/watch?v=nlIY5mCwiY8","all regions",1916116072231156224
"1958","August 26, 2024 at 08:43AM","2024-08-26","2024-08-26T12:30:45Z","transgender","nlY5zdWc4pU","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=nlY5zdWc4pU","all regions",1916116072231156224
"1959","August 26, 2024 at 03:21PM","2024-08-26","2024-08-26T12:30:45Z","transgender","nlY5zdWc4pU","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=nlY5zdWc4pU","USA",11193014132467406848
"1960","December 06, 2024 at 02:06AM","2024-12-06","2024-12-06T05:34:56Z","transgenderism","NM9rAtLC4rA","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=NM9rAtLC4rA",NA,15658552694435684352
"1961","January 18, 2024 at 08:49PM","2024-01-18","2024-01-19T00:55:18Z","biological sex","NMaWp96pFE0","UCc5jfAeOLbxD9HrKKIdPTng","WBOY 12 News","https://www.youtube.com/watch?v=NMaWp96pFE0","all regions",17630397442231169024
"1962","December 04, 2024 at 07:06PM","2024-12-04","2024-12-05T00:00:13Z","gender ideology","NMKk2BG6sCA","UC8BxSGcBKriJvoeyKOnJ6tA","The Washington Examiner","https://www.youtube.com/watch?v=NMKk2BG6sCA",NA,8717893479030415360
"1963","March 14, 2024 at 05:22AM","2024-03-14","2024-03-14T06:04:03Z","gender ideology","nMz2j35T3PI","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=nMz2j35T3PI",NA,8717893479030415360
"1964","July 09, 2024 at 11:30PM","2024-07-09","2024-07-09T21:16:57Z","transgender","nobOu8HOFXI","UCOEvClYLRZcT5bNCCI5eMKg","CBS Pittsburgh","https://www.youtube.com/watch?v=nobOu8HOFXI","all regions",1916116072231156224
"1965","December 16, 2024 at 10:59PM","2024-12-16","2024-12-17T03:41:40Z","transgender","nOpRXTzzf4A","UCjkETDTi-OBxrN4z5lvaL5A","CHCH News","https://www.youtube.com/watch?v=nOpRXTzzf4A","USA",11193014132467406848
"1966","December 16, 2024 at 10:59PM","2024-12-16","2024-12-17T03:41:40Z","transgender","nOpRXTzzf4A","UCjkETDTi-OBxrN4z5lvaL5A","CHCH News","https://www.youtube.com/watch?v=nOpRXTzzf4A","all regions",1916116072231156224
"1967","June 17, 2024 at 03:14PM","2024-06-17","2024-06-17T19:00:15Z","gender ideology","NPgey4DLrik","UCHqkXbgqrDrDVInBMSoGQgQ","The Daily Signal","https://www.youtube.com/watch?v=NPgey4DLrik",NA,8717893479030415360
"1968","June 30, 2024 at 11:59AM","2024-06-30","2024-06-30T15:53:56Z","gender ideology","NpgJQ377s4M","UC0vn8ISa4LKMunLbzaXLnOQ","GBNews","https://www.youtube.com/watch?v=NpgJQ377s4M",NA,8717893479030415360
